scenario,base_scenario,replicate,seed,burn_in_deaths,analyzed_target_deaths,total_deaths_simulated,n_observed_deaths_analyzed,stopped_by_target,burn_in_time,raw_final_time,total_time_for_analyzed_1000_deaths_after_burnin,observed_death_rate_after_burnin,mean_inter_death_time_after_burnin,median_inter_death_time_after_burnin,accepted_activations_total,activation_candidates,death_candidates,activation_rejected,death_rejected,active_center_expirations,erk_zone_expirations,all_proposals,spatial_bins_per_axis_for_plot,t_zone_area,outside_t_zone_area,t_zone_observed_deaths,outside_t_zone_observed_deaths,t_zone_observed_fraction,t_zone_area_fraction,t_zone_death_density,outside_t_zone_death_density,t_zone_density_ratio,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_binomial_null_probability_area_fraction,t_zone_binomial_observed_fraction,t_zone_binomial_p_value_greater,t_zone_binomial_significant_0p05,lambda_a_1,lambda_a_T,lambda_a_c,lambda_a_T_over_lambda_a_c,lambda_d,beta_a_R,beta_a_T,beta_d_R,beta_d_T
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0,4,1004,500,1000,1500,1000,True,276.34955297183495,783.515143808656,507.1655908368211,1.9717425986057222,0.5071655908368211,0.13313115845730294,12829,391531,78393,378702,76893,12819,1497,484240,20,44.44444444444445,55.55555555555555,764,236,0.764,0.4444444444444445,17.189999999999998,4.248,4.046610169491525,764,1000,0.4444444444444445,0.764,3.9197708294061085e-94,True,5.0,0.1,0.0001,1000.0,1.0,2.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0,5,1005,500,1000,1500,1000,True,300.8246898475069,841.0962289076023,540.2715390600954,1.850921115962705,0.5402715390600954,0.15030572712771573,13154,421512,84748,408358,83248,13134,1485,520879,20,44.44444444444445,55.55555555555555,777,223,0.777,0.4444444444444445,17.482499999999998,4.014,4.355381165919281,777,1000,0.4444444444444445,0.777,3.115808827977286e-102,True,5.0,0.1,0.0001,1000.0,1.0,2.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2__rep01,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2,1,1001,500,1000,1500,1000,True,29.07043250207827,67.02631734889843,37.95588484682016,26.3463756420311,0.037955884846820165,0.024570945522615517,14980,33798,6883,18818,5383,14741,1464,56886,20,44.44444444444445,55.55555555555555,473,527,0.473,0.4444444444444445,10.642499999999998,9.486,1.1219165085388991,473,1000,0.4444444444444445,0.473,0.037276505725661956,True,5.0,0.1,0.0001,1000.0,1.0,3.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2__rep02,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2,2,1002,500,1000,1500,1000,True,34.59995565057505,79.79412978948066,45.194174138905616,22.126745737768562,0.04519417413890561,0.028405195274725514,14303,40092,8162,25789,6662,14127,1475,63856,20,44.44444444444445,55.55555555555555,544,456,0.544,0.4444444444444445,12.239999999999998,8.208,1.4912280701754383,544,1000,0.4444444444444445,0.544,1.706468427631253e-10,True,5.0,0.1,0.0001,1000.0,1.0,3.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2__rep03,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2,3,1003,500,1000,1500,1000,True,31.34983573916102,71.84579962568455,40.495963886523526,24.6938189396397,0.040495963886523524,0.0277667595772364,14964,36051,7253,21087,5753,14792,1476,59572,20,44.44444444444445,55.55555555555555,511,489,0.511,0.4444444444444445,11.497499999999999,8.802000000000001,1.3062372188139055,511,1000,0.4444444444444445,0.511,1.3944843696167269e-05,True,5.0,0.1,0.0001,1000.0,1.0,3.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2__rep04,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2,4,1004,500,1000,1500,1000,True,36.56505611258137,88.97305592303776,52.407999810456396,19.081056396288584,0.05240799981045639,0.0346338763543379,16045,44427,8759,28382,7259,15843,1472,70501,20,44.44444444444445,55.55555555555555,481,519,0.481,0.4444444444444445,10.822499999999998,9.342,1.1584778420038533,481,1000,0.4444444444444445,0.481,0.01099976604764496,True,5.0,0.1,0.0001,1000.0,1.0,3.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2__rep05,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT1p2,5,1005,500,1000,1500,1000,True,31.278708186812324,80.68326954664424,49.404561359831916,20.241046018334735,0.049404561359831914,0.0317648226884657,14927,40231,7968,25304,6468,14675,1469,64343,20,44.44444444444445,55.55555555555555,532,468,0.532,0.4444444444444445,11.969999999999999,8.424000000000001,1.4209401709401706,532,1000,0.4444444444444445,0.532,1.7040313305412674e-08,True,5.0,0.1,0.0001,1000.0,1.0,3.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0,1,1001,500,1000,1500,1000,True,135.4426864993107,535.3525293038181,399.9098428045074,2.50056360950546,0.39990984280450736,0.18602809073303206,13584,268885,53818,255301,52318,13574,1498,337775,20,44.44444444444445,55.55555555555555,838,162,0.838,0.4444444444444445,18.854999999999997,2.9160000000000004,6.466049382716047,838,1000,0.4444444444444445,0.838,3.1918959627814397e-146,True,5.0,0.1,0.0001,1000.0,1.0,3.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0,2,1002,500,1000,1500,1000,True,202.57356507225896,588.4584420293859,385.88487695712695,2.591446464254942,0.3858848769571269,0.16025271186089185,13113,296344,59397,283231,57897,13092,1492,370325,20,44.44444444444445,55.55555555555555,800,200,0.8,0.4444444444444445,17.999999999999996,3.6000000000000005,4.999999999999998,800,1000,0.4444444444444445,0.8,1.3084654061600458e-117,True,5.0,0.1,0.0001,1000.0,1.0,3.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0,3,1003,500,1000,1500,1000,True,161.2449892864537,511.6282021946685,350.38321290821483,2.85401800988096,0.35038321290821484,0.14628294557107324,12568,255311,51240,242743,49740,12560,1494,320605,20,44.44444444444445,55.55555555555555,799,201,0.799,0.4444444444444445,17.9775,3.6180000000000003,4.968905472636815,799,1000,0.4444444444444445,0.799,6.519929828718951e-117,True,5.0,0.1,0.0001,1000.0,1.0,3.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0,4,1004,500,1000,1500,1000,True,133.01713884637792,449.5284129013132,316.51127405493526,3.159445119248533,0.31651127405493523,0.12415526270619637,13082,224049,45044,210967,43544,13051,1495,283639,20,44.44444444444445,55.55555555555555,803,197,0.803,0.4444444444444445,18.0675,3.5460000000000003,5.095177664974619,803,1000,0.4444444444444445,0.803,1.0186948752707216e-119,True,5.0,0.1,0.0001,1000.0,1.0,3.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT2p0,5,1005,500,1000,1500,1000,True,185.1816028805726,578.4323837758775,393.2507808953049,2.5429065842496823,0.3932507808953049,0.17290318179101405,13449,289926,57767,276477,56267,13433,1495,362621,20,44.44444444444445,55.55555555555555,803,197,0.803,0.4444444444444445,18.0675,3.5460000000000003,5.095177664974619,803,1000,0.4444444444444445,0.803,1.0186948752707216e-119,True,5.0,0.1,0.0001,1000.0,1.0,3.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0,1,1001,500,1000,1500,1000,True,388.35362196761565,1188.0464052468365,799.6927832792207,1.2504802105371007,0.7996927832792208,0.2769288665321028,15141,595098,119133,579957,117633,15135,1496,730862,20,44.44444444444445,55.55555555555555,852,148,0.852,0.4444444444444445,19.169999999999998,2.664,7.195945945945945,852,1000,0.4444444444444445,0.852,6.9504487443101295e-158,True,5.0,0.1,0.0001,1000.0,1.0,3.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0,2,1002,500,1000,1500,1000,True,426.85800564419077,1200.9397976210541,774.0817919768633,1.2918531482909357,0.7740817919768633,0.25500923265582287,14080,601472,120567,587392,119067,14079,1498,737616,20,44.44444444444445,55.55555555555555,852,148,0.852,0.4444444444444445,19.169999999999998,2.664,7.195945945945945,852,1000,0.4444444444444445,0.852,6.9504487443101295e-158,True,5.0,0.1,0.0001,1000.0,1.0,3.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0,3,1003,500,1000,1500,1000,True,439.9130558988903,1099.2015141350253,659.2884582361349,1.5167867532148327,0.6592884582361349,0.21806879339715124,14315,549057,109683,534742,108183,14312,1498,674550,20,44.44444444444445,55.55555555555555,857,143,0.857,0.4444444444444445,19.2825,2.5740000000000003,7.49125874125874,857,1000,0.4444444444444445,0.857,3.28513284013099e-162,True,5.0,0.1,0.0001,1000.0,1.0,3.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0,4,1004,500,1000,1500,1000,True,365.82535734882407,1172.0473658414473,806.2220084926232,1.2403531402841255,0.8062220084926233,0.2981081579651743,14508,585812,117263,571304,115763,14503,1497,719075,20,44.44444444444445,55.55555555555555,871,129,0.871,0.4444444444444445,19.597499999999997,2.322,8.439922480620153,871,1000,0.4444444444444445,0.871,8.451657987716941e-175,True,5.0,0.1,0.0001,1000.0,1.0,3.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT3p0,5,1005,500,1000,1500,1000,True,397.3441031689495,1219.8090647464298,822.4649615774804,1.2158572665296392,0.8224649615774804,0.28419364887790266,14760,610274,122593,595514,121093,14757,1499,749123,20,44.44444444444445,55.55555555555555,865,135,0.865,0.4444444444444445,19.4625,2.43,8.009259259259258,865,1000,0.4444444444444445,0.865,2.576777166076233e-169,True,5.0,0.1,0.0001,1000.0,1.0,3.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0,1,1001,500,1000,1500,1000,True,886.8519205379326,2709.0177604145288,1822.1658398765962,0.5487974684388353,1.8221658398765963,0.7826504882102654,20510,1353779,270869,1333269,269369,20509,1499,1646656,20,44.44444444444445,55.55555555555555,885,115,0.885,0.4444444444444445,19.912499999999998,2.0700000000000003,9.619565217391303,885,1000,0.4444444444444445,0.885,3.814287661227728e-188,True,5.0,0.1,0.0001,1000.0,1.0,3.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0,2,1002,500,1000,1500,1000,True,933.7338097093354,2604.6825414087484,1670.948731699413,0.5984624070320609,1.670948731699413,0.699042637500952,20213,1304355,260141,1284142,258641,20203,1498,1586197,20,44.44444444444445,55.55555555555555,877,123,0.877,0.4444444444444445,19.732499999999998,2.2140000000000004,8.912601626016258,877,1000,0.4444444444444445,0.877,2.014459863006861e-180,True,5.0,0.1,0.0001,1000.0,1.0,3.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0,3,1003,500,1000,1500,1000,True,880.0526037557635,2566.728137783297,1686.6755340275336,0.5928822585172305,1.6866755340275335,0.6816984269416935,19653,1281760,256215,1262107,254715,19652,1499,1559126,20,44.44444444444445,55.55555555555555,905,95,0.905,0.4444444444444445,20.362499999999997,1.7100000000000002,11.907894736842103,905,1000,0.4444444444444445,0.905,1.1080862577756982e-208,True,5.0,0.1,0.0001,1000.0,1.0,3.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0,4,1004,500,1000,1500,1000,True,865.4653718580471,2761.3537026416307,1895.8883307835836,0.5274572261261259,1.8958883307835837,0.8202578687552204,20900,1380092,275918,1359192,274418,20899,1499,1678408,20,44.44444444444445,55.55555555555555,896,104,0.896,0.4444444444444445,20.159999999999997,1.872,10.769230769230766,896,1000,0.4444444444444445,0.896,3.271845068762819e-199,True,5.0,0.1,0.0001,1000.0,1.0,3.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR3p5_betaT5p0,5,1005,500,1000,1500,1000,True,846.8031920514984,2505.9929376794635,1659.189745627965,0.6027038213290807,1.6591897456279652,0.7047008761373945,19585,1252942,251171,1233357,249671,19576,1499,1525188,20,44.44444444444445,55.55555555555555,866,134,0.866,0.4444444444444445,19.484999999999996,2.4120000000000004,8.07835820895522,866,1000,0.4444444444444445,0.866,3.2096290546378107e-170,True,5.0,0.1,0.0001,1000.0,1.0,3.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2__rep01,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2,1,1001,500,1000,1500,1000,True,261.1074680494942,790.8593911260225,529.7519230765283,1.8876760167145996,0.5297519230765283,0.2767750687685009,13952,395673,79268,381721,77768,13939,1498,490378,20,44.44444444444445,55.55555555555555,870,130,0.87,0.4444444444444445,19.575,2.3400000000000003,8.365384615384613,870,1000,0.4444444444444445,0.87,7.086723125521546e-174,True,5.0,0.1,0.0001,1000.0,1.0,5.0,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2__rep02,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2,2,1002,500,1000,1500,1000,True,287.039456911838,877.4429560408395,590.4034991290015,1.6937568992650953,0.5904034991290015,0.29510642493397654,13916,440297,88112,426381,86612,13901,1496,543806,20,44.44444444444445,55.55555555555555,888,112,0.888,0.4444444444444445,19.979999999999997,2.016,9.910714285714285,888,1000,0.4444444444444445,0.888,4.13162644102425e-191,True,5.0,0.1,0.0001,1000.0,1.0,5.0,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2__rep03,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2,3,1003,500,1000,1500,1000,True,282.60552622096685,804.3943431551558,521.7888169341888,1.9164841551713938,0.5217888169341889,0.24918738614309177,13495,401593,80175,388098,78675,13485,1498,496751,20,44.44444444444445,55.55555555555555,888,112,0.888,0.4444444444444445,19.979999999999997,2.016,9.910714285714285,888,1000,0.4444444444444445,0.888,4.13162644102425e-191,True,5.0,0.1,0.0001,1000.0,1.0,5.0,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2__rep04,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2,4,1004,500,1000,1500,1000,True,232.18305264884864,777.309312608136,545.1262599592874,1.8344374018501415,0.5451262599592874,0.2734130420141696,13907,388130,77747,374223,76247,13885,1493,481255,20,44.44444444444445,55.55555555555555,909,91,0.909,0.4444444444444445,20.452499999999997,1.6380000000000001,12.486263736263734,909,1000,0.4444444444444445,0.909,5.091376850639078e-213,True,5.0,0.1,0.0001,1000.0,1.0,5.0,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2__rep05,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT1p2,5,1005,500,1000,1500,1000,True,290.99280938802195,856.1626894752615,565.1698800872396,1.769379500276342,0.5651698800872396,0.26633620250507306,14065,428965,86094,414900,84594,14050,1496,530605,20,44.44444444444445,55.55555555555555,843,157,0.843,0.4444444444444445,18.967499999999998,2.826,6.7117834394904445,843,1000,0.4444444444444445,0.843,2.5890987179218896e-150,True,5.0,0.1,0.0001,1000.0,1.0,5.0,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0,1,1001,500,1000,1500,1000,True,660.4296335590992,2089.508060343936,1429.0784267848367,0.6997516590113363,1.4290784267848367,0.5767209384376883,18227,1044465,209052,1026238,207552,18215,1498,1273230,20,44.44444444444445,55.55555555555555,897,103,0.897,0.4444444444444445,20.182499999999997,1.854,10.885922330097085,897,1000,0.4444444444444445,0.897,3.031438114127357e-200,True,5.0,0.1,0.0001,1000.0,1.0,5.0,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0,2,1002,500,1000,1500,1000,True,718.0419241679544,2085.097051475501,1367.0551273075464,0.7314993960554672,1.3670551273075464,0.6013660377604992,18158,1044319,208101,1026161,206601,18149,1498,1272067,20,44.44444444444445,55.55555555555555,925,75,0.925,0.4444444444444445,20.812499999999996,1.35,15.416666666666663,925,1000,0.4444444444444445,0.925,3.0473445551393793e-231,True,5.0,0.1,0.0001,1000.0,1.0,5.0,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0,3,1003,500,1000,1500,1000,True,635.1287459407,1894.813964326569,1259.6852183858691,0.7938491183387675,1.259685218385869,0.5906259965853451,17324,946326,189233,929002,187733,17309,1495,1154363,20,44.44444444444445,55.55555555555555,902,98,0.902,0.4444444444444445,20.294999999999998,1.7640000000000002,11.505102040816324,902,1000,0.4444444444444445,0.902,1.757646730209179e-205,True,5.0,0.1,0.0001,1000.0,1.0,5.0,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0,4,1004,500,1000,1500,1000,True,677.1965230118685,2065.055664423048,1387.8591414111793,0.7205342171707693,1.3878591414111794,0.5949654488274518,18414,1031057,206496,1012643,204996,18402,1497,1257452,20,44.44444444444445,55.55555555555555,892,108,0.892,0.4444444444444445,20.069999999999997,1.9440000000000002,10.32407407407407,892,1000,0.4444444444444445,0.892,3.993609482604817e-195,True,5.0,0.1,0.0001,1000.0,1.0,5.0,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT2p0,5,1005,500,1000,1500,1000,True,736.4232802173515,2017.357403206242,1280.9341229888905,0.780680272352049,1.2809341229888904,0.5930508420019578,18128,1008516,201969,990388,200469,18117,1498,1230100,20,44.44444444444445,55.55555555555555,902,98,0.902,0.4444444444444445,20.294999999999998,1.7640000000000002,11.505102040816324,902,1000,0.4444444444444445,0.902,1.757646730209179e-205,True,5.0,0.1,0.0001,1000.0,1.0,5.0,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0,1,1001,500,1000,1500,1000,True,1042.0255059710594,3236.2319440437527,2194.2064380726933,0.4557456320647576,2.1942064380726936,0.9722426452040054,22526,1617277,323220,1594751,321720,22519,1499,1964515,20,44.44444444444445,55.55555555555555,916,84,0.916,0.4444444444444445,20.609999999999996,1.5120000000000002,13.630952380952376,916,1000,0.4444444444444445,0.916,8.177396093904473e-221,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0,2,1002,500,1000,1500,1000,True,1098.54994110832,3447.4894429770698,2348.93950186875,0.42572403384779733,2.3489395018687502,1.2254956957358445,23643,1725755,345015,1702112,343515,23639,1499,2095908,20,44.44444444444445,55.55555555555555,939,61,0.939,0.4444444444444445,21.127499999999998,1.098,19.241803278688522,939,1000,0.4444444444444445,0.939,1.7192076405216275e-248,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0,3,1003,500,1000,1500,1000,True,1168.1719977577086,3609.977120323096,2441.8051225653876,0.4095330912195765,2.4418051225653876,1.3789040329795625,24730,1805193,360216,1780463,358716,24728,1499,2191636,20,44.44444444444445,55.55555555555555,946,54,0.946,0.4444444444444445,21.284999999999997,0.9720000000000001,21.89814814814814,946,1000,0.4444444444444445,0.946,1.1876764826868842e-257,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0,4,1004,500,1000,1500,1000,True,1120.3365902553667,3658.5964524396795,2538.2598621843126,0.3939706942138875,2.5382598621843124,1.3198903731649807,24915,1828688,365530,1803773,364030,24912,1499,2220629,20,44.44444444444445,55.55555555555555,938,62,0.938,0.4444444444444445,21.104999999999997,1.116,18.91129032258064,938,1000,0.4444444444444445,0.938,3.2578234916682977e-247,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT3p0,5,1005,500,1000,1500,1000,True,1237.5579788863008,3406.4156398146533,2168.8576609283527,0.46107221235162216,2.1688576609283525,1.2042721185275695,23517,1704272,340837,1680755,339337,23512,1498,2070119,20,44.44444444444445,55.55555555555555,922,78,0.922,0.4444444444444445,20.744999999999997,1.4040000000000001,14.775641025641022,922,1000,0.4444444444444445,0.922,1.0317480549972999e-227,True,5.0,0.1,0.0001,1000.0,1.0,5.0,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0,1,1001,500,1000,1500,1000,True,2025.8542551383887,6319.6503679316465,4293.796112793258,0.23289415094035906,4.293796112793258,2.342876932643094,36414,3159686,631401,3123272,629901,36413,1499,3828999,20,44.44444444444445,55.55555555555555,926,74,0.926,0.4444444444444445,20.834999999999997,1.332,15.64189189189189,926,1000,0.4444444444444445,0.926,1.972556138572983e-232,True,5.0,0.1,0.0001,1000.0,1.0,5.0,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0,2,1002,500,1000,1500,1000,True,2084.6569473136924,6180.861207472374,4096.204260158682,0.24412845075290782,4.096204260158681,2.5740656936350206,35374,3093123,618054,3057749,616554,35373,1499,3748049,20,44.44444444444445,55.55555555555555,922,78,0.922,0.4444444444444445,20.744999999999997,1.4040000000000001,14.775641025641022,922,1000,0.4444444444444445,0.922,1.0317480549972999e-227,True,5.0,0.1,0.0001,1000.0,1.0,5.0,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0,3,1003,500,1000,1500,1000,True,2137.7678636001397,6141.417688421819,4003.649824821679,0.24977209390297755,4.003649824821679,2.271817081089921,35408,3072098,613472,3036690,611972,35407,1499,3722476,20,44.44444444444445,55.55555555555555,925,75,0.925,0.4444444444444445,20.812499999999996,1.35,15.416666666666663,925,1000,0.4444444444444445,0.925,3.0473445551393793e-231,True,5.0,0.1,0.0001,1000.0,1.0,5.0,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0,4,1004,500,1000,1500,1000,True,2092.7337656925206,6268.150357507624,4175.416591815103,0.2394970604754167,4.175416591815103,2.6104211092647347,35686,3133384,626531,3097698,625031,35683,1499,3797097,20,44.44444444444445,55.55555555555555,928,72,0.928,0.4444444444444445,20.88,1.296,16.11111111111111,928,1000,0.4444444444444445,0.928,7.911801379621607e-235,True,5.0,0.1,0.0001,1000.0,1.0,5.0,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR5p0_betaT5p0,5,1005,500,1000,1500,1000,True,2079.23891477224,6063.50462816815,3984.2657133959096,0.25098727643535346,3.9842657133959096,2.491167029997996,34799,3032673,606863,2997874,605363,34798,1499,3675833,20,44.44444444444445,55.55555555555555,926,74,0.926,0.4444444444444445,20.834999999999997,1.332,15.64189189189189,926,1000,0.4444444444444445,0.926,1.972556138572983e-232,True,5.0,0.1,0.0001,1000.0,1.0,5.0,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2__rep01,T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2,1,1001,500,1000,1500,1000,True,1064.0767817756164,2870.390306350669,1806.3135245750527,0.5536137477768466,1.8063135245750528,0.9065557780850213,21427,1434806,287847,1413379,286347,21418,1498,1745569,20,44.44444444444445,55.55555555555555,933,67,0.933,0.4444444444444445,20.992499999999996,1.2060000000000002,17.40671641791044,933,1000,0.4444444444444445,0.933,6.192950683925721e-241,True,5.0,0.1,0.0001,1000.0,1.0,7.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2__rep02,T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2,2,1002,500,1000,1500,1000,True,973.5581652927183,2933.2638533997897,1959.7056881070714,0.5102807049388752,1.9597056881070714,1.049259073789358,21675,1468156,292840,1446481,291340,21667,1498,1784161,20,44.44444444444445,55.55555555555555,945,55,0.945,0.4444444444444445,21.262499999999996,0.9900000000000001,21.47727272727272,945,1000,0.4444444444444445,0.945,2.55589563205982e-256,True,5.0,0.1,0.0001,1000.0,1.0,7.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2__rep03,T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2,3,1003,500,1000,1500,1000,True,1028.2090146203864,3084.545194643075,2056.3361800226885,0.4863018069297242,2.0563361800226887,1.1267879152040905,22346,1541593,308188,1519247,306688,22340,1499,1873620,20,44.44444444444445,55.55555555555555,951,49,0.951,0.4444444444444445,21.397499999999997,0.8820000000000001,24.260204081632647,951,1000,0.4444444444444445,0.951,1.9099346001513074e-264,True,5.0,0.1,0.0001,1000.0,1.0,7.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2__rep04,T1e-1_c1e-4_ratio_1e3_betaR7p5_betaT1p2,4,1004,500,1000,1500,1000,True,909.2945654822245,2862.1913882961676,1952.8968228139431,0.5120598222691012,1.9528968228139432,1.0088707704866238,21162,1429181,286193,1408019,284693,21157,1499,1738030,20,44.44444444444445,55.55555555555555,956,44,0.956,0.4444444444444445,21.509999999999998,0.792,27.159090909090907,956,1000,0.4444444444444445,0.956,1.8040580461449158e-271,True,5.0,0.1,0.0001,1000.0,1.0,7.5,1.2,2.0,0.8
